,Timestamp,all_tanks_station3_flow_rate
0,2024-04-30 16:49:02,0.1945880438570324
1,2024-04-30 16:49:03,0.1945731923647068
2,2024-04-30 16:49:04,0.19455834087238116
3,2024-04-30 16:49:05,0.19454348938005553
4,2024-04-30 16:49:06,0.1945286378877299
5,2024-04-30 16:49:07,0.19451378639540426
6,2024-04-30 16:49:08,0.19449893490307865
7,2024-04-30 16:49:09,0.19448408341075302
8,2024-04-30 16:49:10,0.19446923191842738
9,2024-04-30 16:49:11,0.19445438042610175
10,2024-04-30 16:49:12,0.1944395289337761
11,2024-04-30 16:49:13,0.19442467744145048
12,2024-04-30 16:49:14,0.19440982594912487
13,2024-04-30 16:49:15,0.19439497445679924
14,2024-04-30 16:49:16,0.19438012296447363
15,2024-04-30 16:49:17,0.19436527147214797
16,2024-04-30 16:49:18,0.19435041997982233
17,2024-04-30 16:49:19,0.19433556848749672
18,2024-04-30 16:49:20,0.1943207169951711
19,2024-04-30 16:49:21,0.19430586550284545
20,2024-04-30 16:49:22,0.19429101401051982
21,2024-04-30 16:49:23,0.19427616251819418
22,2024-04-30 16:49:24,0.19426131102586858
23,2024-04-30 16:49:25,0.19424645953354294
24,2024-04-30 16:49:26,0.1942316080412173
25,2024-04-30 16:49:27,0.1942167565488917
26,2024-04-30 16:49:28,0.19420190505656607
27,2024-04-30 16:49:29,0.19418705356424043
28,2024-04-30 16:49:30,0.1941722020719148
29,2024-04-30 16:49:31,0.19415735057958916
30,2024-04-30 16:49:32,0.19414249908726355
31,2024-04-30 16:49:33,0.1941276475949379
32,2024-04-30 16:49:34,0.19411279610261228
33,2024-04-30 16:49:35,0.19409794461028665
34,2024-04-30 16:49:36,0.19408309311796101
35,2024-04-30 16:49:37,0.1940682416256354
36,2024-04-30 16:49:38,0.19405339013330977
37,2024-04-30 16:49:39,0.19403853864098417
38,2024-04-30 16:49:40,0.1940236871486585
39,2024-04-30 16:49:41,0.19400883565633287
40,2024-04-30 16:49:42,0.19399398416400726
41,2024-04-30 16:49:43,0.19397913267168163
42,2024-04-30 16:49:44,0.19396428117935596
43,2024-04-30 16:49:45,0.19394942968703036
44,2024-04-30 16:49:46,0.19393457819470472
45,2024-04-30 16:49:47,0.1939197267023791
46,2024-04-30 16:49:48,0.19390487521005348
47,2024-04-30 16:49:49,0.19389002371772784
48,2024-04-30 16:49:50,0.19387517222540224
49,2024-04-30 16:49:51,0.1938603207330766
50,2024-04-30 16:49:52,0.19384546924075097
51,2024-04-30 16:49:53,0.19383061774842533
52,2024-04-30 16:49:54,0.1938157662560997
53,2024-04-30 16:49:55,0.19380091476377406
54,2024-04-30 16:49:56,0.19378606327144843
55,2024-04-30 16:49:57,0.1937712117791228
56,2024-04-30 16:49:58,0.19375636028679719
57,2024-04-30 16:49:59,0.19374150879447155
58,2024-04-30 16:50:00,0.19372665730214594
59,2024-04-30 16:50:01,0.1937118058098203
60,2024-04-30 16:50:02,0.19369695431749465
61,2024-04-30 16:50:03,0.19368210282516904
62,2024-04-30 16:50:04,0.1936672513328434
63,2024-04-30 16:50:05,0.1936523998405178
64,2024-04-30 16:50:06,0.19363754834819216
65,2024-04-30 16:50:07,0.1936226968558665
66,2024-04-30 16:50:08,0.1936078453635409
67,2024-04-30 16:50:09,0.19359299387121526
68,2024-04-30 16:50:10,0.19357814237888965
69,2024-04-30 16:50:11,0.19356329088656402
70,2024-04-30 16:50:12,0.19354843939423838
71,2024-04-30 16:50:13,0.19353358790191275
72,2024-04-30 16:50:14,0.1935187364095871
73,2024-04-30 16:50:15,0.19350388491726148
74,2024-04-30 16:50:16,0.19348903342493587
75,2024-04-30 16:50:17,0.1934741819326102
76,2024-04-30 16:50:18,0.1934593304402846
77,2024-04-30 16:50:19,0.19344447894795896
78,2024-04-30 16:50:20,0.19342962745563333
79,2024-04-30 16:50:21,0.19341477596330772
80,2024-04-30 16:50:22,0.1933999244709821
81,2024-04-30 16:50:23,0.19338507297865648
82,2024-04-30 16:50:24,0.19337022148633085
83,2024-04-30 16:50:25,0.19335536999400518
84,2024-04-30 16:50:26,0.19334051850167958
85,2024-04-30 16:50:27,0.19332566700935394
86,2024-04-30 16:50:28,0.1933108155170283
87,2024-04-30 16:50:29,0.19329596402470267
88,2024-04-30 16:50:30,0.19328111253237704
89,2024-04-30 16:50:31,0.19326626104005143
90,2024-04-30 16:50:32,0.1932514095477258
91,2024-04-30 16:50:33,0.19323655805540016
92,2024-04-30 16:50:34,0.19322170656307455
93,2024-04-30 16:50:35,0.1932068550707489
94,2024-04-30 16:50:36,0.19319200357842328
95,2024-04-30 16:50:37,0.19317715208609765
96,2024-04-30 16:50:38,0.193162300593772
97,2024-04-30 16:50:39,0.1931474491014464
98,2024-04-30 16:50:40,0.19313259760912074
99,2024-04-30 16:50:41,0.19311774611679514
100,2024-04-30 16:50:42,0.1931028946244695
101,2024-04-30 16:50:43,0.19308804313214387
102,2024-04-30 16:50:44,0.19307319163981826
103,2024-04-30 16:50:45,0.19305834014749262
104,2024-04-30 16:50:46,0.193043488655167
105,2024-04-30 16:50:47,0.19302863716284135
106,2024-04-30 16:50:48,0.19301378567051572
107,2024-04-30 16:50:49,0.1929989341781901
108,2024-04-30 16:50:50,0.19298408268586445
109,2024-04-30 16:50:51,0.19296923119353881
110,2024-04-30 16:50:52,0.1929543797012132
111,2024-04-30 16:50:53,0.19293952820888757
112,2024-04-30 16:50:54,0.19292467671656197
113,2024-04-30 16:50:55,0.19290982522423633
114,2024-04-30 16:50:56,0.1928949737319107
115,2024-04-30 16:50:57,0.1928801222395851
116,2024-04-30 16:50:58,0.19286527074725943
117,2024-04-30 16:50:59,0.1928504192549338
118,2024-04-30 16:51:00,0.19283556776260818
119,2024-04-30 16:51:01,0.19282071627028255
120,2024-04-30 16:51:02,0.19280586477795691
121,2024-04-30 16:51:03,0.19279101328563128
122,2024-04-30 16:51:04,0.19277616179330564
123,2024-04-30 16:51:05,0.19276131030098004
124,2024-04-30 16:51:06,0.1927464588086544
125,2024-04-30 16:51:07,0.1927316073163288
126,2024-04-30 16:51:08,0.19271675582400313
127,2024-04-30 16:51:09,0.1927019043316775
128,2024-04-30 16:51:10,0.1926870528393519
129,2024-04-30 16:51:11,0.19267220134702626
130,2024-04-30 16:51:12,0.19265734985470065
131,2024-04-30 16:51:13,0.192642498362375
132,2024-04-30 16:51:14,0.19262764687004935
133,2024-04-30 16:51:15,0.19261279537772374
134,2024-04-30 16:51:16,0.1925979438853981
