,Timestamp,tank300_pressure
0,2024-04-30 16:49:02,12.531189804676497
1,2024-04-30 16:49:03,12.531121072742383
2,2024-04-30 16:49:04,12.531052340808273
3,2024-04-30 16:49:05,12.530983608874159
4,2024-04-30 16:49:06,12.530914876940049
5,2024-04-30 16:49:07,12.530846145005935
6,2024-04-30 16:49:08,12.530777413071823
7,2024-04-30 16:49:09,12.53070868113771
8,2024-04-30 16:49:10,12.530639949203598
9,2024-04-30 16:49:11,12.530571217269486
10,2024-04-30 16:49:12,12.530502485335374
11,2024-04-30 16:49:13,12.530433753401262
12,2024-04-30 16:49:14,12.53036502146715
13,2024-04-30 16:49:15,12.530296289533037
14,2024-04-30 16:49:16,12.530227557598925
15,2024-04-30 16:49:17,12.530158825664813
16,2024-04-30 16:49:18,12.530090093730701
17,2024-04-30 16:49:19,12.530021361796589
18,2024-04-30 16:49:20,12.529952629862477
19,2024-04-30 16:49:21,12.529883897928364
20,2024-04-30 16:49:22,12.52981516599425
21,2024-04-30 16:49:23,12.52974643406014
22,2024-04-30 16:49:24,12.529677702126026
23,2024-04-30 16:49:25,12.529608970191916
24,2024-04-30 16:49:26,12.529540238257804
25,2024-04-30 16:49:27,12.529471506323691
26,2024-04-30 16:49:28,12.52940277438958
27,2024-04-30 16:49:29,12.529334042455465
28,2024-04-30 16:49:30,12.529265310521355
29,2024-04-30 16:49:31,12.529196578587241
30,2024-04-30 16:49:32,12.52912784665313
31,2024-04-30 16:49:33,12.529059114719017
32,2024-04-30 16:49:34,12.528990382784906
33,2024-04-30 16:49:35,12.528921650850792
34,2024-04-30 16:49:36,12.52885291891668
35,2024-04-30 16:49:37,12.528784186982568
36,2024-04-30 16:49:38,12.528715455048456
37,2024-04-30 16:49:39,12.528646723114344
38,2024-04-30 16:49:40,12.528577991180232
39,2024-04-30 16:49:41,12.52850925924612
40,2024-04-30 16:49:42,12.528440527312007
41,2024-04-30 16:49:43,12.528371795377895
42,2024-04-30 16:49:44,12.528303063443783
43,2024-04-30 16:49:45,12.52823433150967
44,2024-04-30 16:49:46,12.528165599575559
45,2024-04-30 16:49:47,12.528096867641446
46,2024-04-30 16:49:48,12.528028135707334
47,2024-04-30 16:49:49,12.527959403773222
48,2024-04-30 16:49:50,12.52789067183911
49,2024-04-30 16:49:51,12.527821939904998
50,2024-04-30 16:49:52,12.527753207970884
51,2024-04-30 16:49:53,12.527684476036773
52,2024-04-30 16:49:54,12.52761574410266
53,2024-04-30 16:49:55,12.527547012168549
54,2024-04-30 16:49:56,12.527478280234435
55,2024-04-30 16:49:57,12.527409548300325
56,2024-04-30 16:49:58,12.52734081636621
57,2024-04-30 16:49:59,12.527272084432099
58,2024-04-30 16:50:00,12.527203352497988
59,2024-04-30 16:50:01,12.527134620563874
60,2024-04-30 16:50:02,12.527065888629764
61,2024-04-30 16:50:03,12.52699715669565
62,2024-04-30 16:50:04,12.52692842476154
63,2024-04-30 16:50:05,12.526859692827426
64,2024-04-30 16:50:06,12.526790960893313
65,2024-04-30 16:50:07,12.526722228959201
66,2024-04-30 16:50:08,12.52665349702509
67,2024-04-30 16:50:09,12.526584765090977
68,2024-04-30 16:50:10,12.526516033156865
69,2024-04-30 16:50:11,12.526447301222753
70,2024-04-30 16:50:12,12.52637856928864
71,2024-04-30 16:50:13,12.526309837354528
72,2024-04-30 16:50:14,12.526241105420416
73,2024-04-30 16:50:15,12.526172373486304
74,2024-04-30 16:50:16,12.526103641552192
75,2024-04-30 16:50:17,12.52603490961808
76,2024-04-30 16:50:18,12.525966177683967
77,2024-04-30 16:50:19,12.525897445749855
78,2024-04-30 16:50:20,12.525828713815741
79,2024-04-30 16:50:21,12.525759981881631
80,2024-04-30 16:50:22,12.525691249947517
81,2024-04-30 16:50:23,12.525622518013407
82,2024-04-30 16:50:24,12.525553786079293
83,2024-04-30 16:50:25,12.525485054145182
84,2024-04-30 16:50:26,12.525416322211068
85,2024-04-30 16:50:27,12.525347590276958
86,2024-04-30 16:50:28,12.525278858342844
87,2024-04-30 16:50:29,12.525210126408732
88,2024-04-30 16:50:30,12.52514139447462
89,2024-04-30 16:50:31,12.525072662540508
90,2024-04-30 16:50:32,12.525003930606397
91,2024-04-30 16:50:33,12.524935198672283
92,2024-04-30 16:50:34,12.524866466738173
93,2024-04-30 16:50:35,12.524797734804059
94,2024-04-30 16:50:36,12.524729002869947
95,2024-04-30 16:50:37,12.524660270935835
96,2024-04-30 16:50:38,12.524591539001722
97,2024-04-30 16:50:39,12.52452280706761
98,2024-04-30 16:50:40,12.524454075133498
99,2024-04-30 16:50:41,12.524385343199386
100,2024-04-30 16:50:42,12.524316611265274
101,2024-04-30 16:50:43,12.52424787933116
102,2024-04-30 16:50:44,12.52417914739705
