,Timestamp,tank200_station5_flow_rate
0,2024-04-30 16:49:02,0.002337081129784276
1,2024-04-30 16:49:03,0.0023404934233189115
2,2024-04-30 16:49:04,0.0023439057168535456
3,2024-04-30 16:49:05,0.002347318010388181
4,2024-04-30 16:49:06,0.0023507303039228167
5,2024-04-30 16:49:07,0.002354142597457449
6,2024-04-30 16:49:08,0.002357554890992085
7,2024-04-30 16:49:09,0.00236096718452672
8,2024-04-30 16:49:10,0.002364379478061354
9,2024-04-30 16:49:11,0.0023677917715959895
10,2024-04-30 16:49:12,0.0023712040651306253
11,2024-04-30 16:49:13,0.0023746163586652594
12,2024-04-30 16:49:14,0.0023780286521998947
13,2024-04-30 16:49:15,0.0023814409457345305
14,2024-04-30 16:49:16,0.002384853239269163
15,2024-04-30 16:49:17,0.0023882655328037986
16,2024-04-30 16:49:18,0.002391677826338434
17,2024-04-30 16:49:19,0.002395090119873068
18,2024-04-30 16:49:20,0.0023985024134077033
19,2024-04-30 16:49:21,0.002401914706942339
20,2024-04-30 16:49:22,0.002405327000476973
21,2024-04-30 16:49:23,0.0024087392940116085
22,2024-04-30 16:49:24,0.0024121515875462443
23,2024-04-30 16:49:25,0.0024155638810808766
24,2024-04-30 16:49:26,0.0024189761746155124
25,2024-04-30 16:49:27,0.0024223884681501477
26,2024-04-30 16:49:28,0.0024258007616847817
27,2024-04-30 16:49:29,0.002429213055219417
28,2024-04-30 16:49:30,0.002432625348754053
29,2024-04-30 16:49:31,0.002436037642288685
30,2024-04-30 16:49:32,0.0024394499358233223
31,2024-04-30 16:49:33,0.0024428622293579563
32,2024-04-30 16:49:34,0.0024462745228925904
33,2024-04-30 16:49:35,0.0024496868164272274
34,2024-04-30 16:49:36,0.0024530991099618615
35,2024-04-30 16:49:37,0.0024565114034964955
36,2024-04-30 16:49:38,0.0024599236970311326
37,2024-04-30 16:49:39,0.0024633359905657636
38,2024-04-30 16:49:40,0.0024667482841004007
39,2024-04-30 16:49:41,0.0024701605776350347
40,2024-04-30 16:49:42,0.002473572871169669
41,2024-04-30 16:49:43,0.002476985164704306
42,2024-04-30 16:49:44,0.00248039745823894
43,2024-04-30 16:49:45,0.002483809751773574
44,2024-04-30 16:49:46,0.0024872220453082106
45,2024-04-30 16:49:47,0.0024906343388428447
46,2024-04-30 16:49:48,0.0024940466323774787
47,2024-04-30 16:49:49,0.0024974589259121127
48,2024-04-30 16:49:50,0.00250087121944675
49,2024-04-30 16:49:51,0.002504283512981384
50,2024-04-30 16:49:52,0.002507695806516018
51,2024-04-30 16:49:53,0.002511108100050655
52,2024-04-30 16:49:54,0.002514520393585289
53,2024-04-30 16:49:55,0.002517932687119923
54,2024-04-30 16:49:56,0.00252134498065456
55,2024-04-30 16:49:57,0.002524757274189191
56,2024-04-30 16:49:58,0.0025281695677238283
57,2024-04-30 16:49:59,0.0025315818612584623
58,2024-04-30 16:50:00,0.0025349941547930964
59,2024-04-30 16:50:01,0.0025384064483277334
60,2024-04-30 16:50:02,0.0025418187418623675
61,2024-04-30 16:50:03,0.002545231035397001
62,2024-04-30 16:50:04,0.002548643328931638
63,2024-04-30 16:50:05,0.0025520556224662722
64,2024-04-30 16:50:06,0.0025554679160009063
65,2024-04-30 16:50:07,0.0025588802095355403
66,2024-04-30 16:50:08,0.0025622925030701774
67,2024-04-30 16:50:09,0.0025657047966048114
68,2024-04-30 16:50:10,0.0025691170901394455
69,2024-04-30 16:50:11,0.0025725293836740826
70,2024-04-30 16:50:12,0.0025759416772087166
71,2024-04-30 16:50:13,0.0025793539707433507
72,2024-04-30 16:50:14,0.0025827662642779877
73,2024-04-30 16:50:15,0.0025861785578126188
74,2024-04-30 16:50:16,0.002589590851347256
75,2024-04-30 16:50:17,0.00259300314488189
76,2024-04-30 16:50:18,0.002596415438416524
77,2024-04-30 16:50:19,0.002599827731951161
78,2024-04-30 16:50:20,0.0026032400254857946
79,2024-04-30 16:50:21,0.0026066523190204287
80,2024-04-30 16:50:22,0.0026100646125550657
81,2024-04-30 16:50:23,0.0026134769060897
82,2024-04-30 16:50:24,0.002616889199624334
83,2024-04-30 16:50:25,0.002620301493158968
84,2024-04-30 16:50:26,0.002623713786693605
85,2024-04-30 16:50:27,0.002627126080228239
86,2024-04-30 16:50:28,0.002630538373762873
87,2024-04-30 16:50:29,0.00263395066729751
88,2024-04-30 16:50:30,0.002637362960832144
89,2024-04-30 16:50:31,0.0026407752543667782
90,2024-04-30 16:50:32,0.0026441875479014153
91,2024-04-30 16:50:33,0.0026475998414360494
92,2024-04-30 16:50:34,0.0026510121349706834
93,2024-04-30 16:50:35,0.0026544244285053174
94,2024-04-30 16:50:36,0.0026578367220399515
95,2024-04-30 16:50:37,0.002661249015574588
96,2024-04-30 16:50:38,0.002664661309109222
97,2024-04-30 16:50:39,0.0026680736026438562
98,2024-04-30 16:50:40,0.0026714858961784933
99,2024-04-30 16:50:41,0.0026748981897131274
100,2024-04-30 16:50:42,0.0026783104832477614
101,2024-04-30 16:50:43,0.0026817227767823985
102,2024-04-30 16:50:44,0.0026851350703170325
103,2024-04-30 16:50:45,0.0026885473638516666
104,2024-04-30 16:50:46,0.0026919596573863006
105,2024-04-30 16:50:47,0.0026953719509209377
106,2024-04-30 16:50:48,0.0026987842444555717
107,2024-04-30 16:50:49,0.002702196537990206
108,2024-04-30 16:50:50,0.002705608831524843
109,2024-04-30 16:50:51,0.002709021125059477
110,2024-04-30 16:50:52,0.002712433418594111
111,2024-04-30 16:50:53,0.002715845712128745
112,2024-04-30 16:50:54,0.0027192580056633786
113,2024-04-30 16:50:55,0.0027226702991980157
114,2024-04-30 16:50:56,0.0027260825927326498
115,2024-04-30 16:50:57,0.002729494886267284
116,2024-04-30 16:50:58,0.002732907179801921
117,2024-04-30 16:50:59,0.002736319473336555
118,2024-04-30 16:51:00,0.002739731766871189
119,2024-04-30 16:51:01,0.002743144060405826
120,2024-04-30 16:51:02,0.00274655635394046
121,2024-04-30 16:51:03,0.002749968647475094
122,2024-04-30 16:51:04,0.002753380941009728
123,2024-04-30 16:51:05,0.0027567932345443653
124,2024-04-30 16:51:06,0.0027602055280789993
125,2024-04-30 16:51:07,0.0027636178216136334
126,2024-04-30 16:51:08,0.0027670301151482704
127,2024-04-30 16:51:09,0.0027704424086829045
128,2024-04-30 16:51:10,0.0027738547022175385
129,2024-04-30 16:51:11,0.002777266995752175
130,2024-04-30 16:51:12,0.002780679289286806
131,2024-04-30 16:51:13,0.0027840915828214433
132,2024-04-30 16:51:14,0.0027875038763560773
133,2024-04-30 16:51:15,0.0027909161698907114
134,2024-04-30 16:51:16,0.0027943284634253484
135,2024-04-30 16:51:17,0.0027977407569599825
136,2024-04-30 16:51:18,0.0028011530504946165
137,2024-04-30 16:51:19,0.0028045653440292536
138,2024-04-30 16:51:20,0.0028079776375638877
139,2024-04-30 16:51:21,0.0028113899310985217
140,2024-04-30 16:51:22,0.0028148022246331558
