,Timestamp,tank100_temperature
0,2024-04-30 16:49:02,71.05832256545284
1,2024-04-30 16:49:03,71.05834729765876
2,2024-04-30 16:49:04,71.05837202986467
3,2024-04-30 16:49:05,71.05839676207059
4,2024-04-30 16:49:06,71.0584214942765
5,2024-04-30 16:49:07,71.05844622648242
6,2024-04-30 16:49:08,71.05847095868833
7,2024-04-30 16:49:09,71.05849569089425
8,2024-04-30 16:49:10,71.05852042310016
9,2024-04-30 16:49:11,71.05854515530606
10,2024-04-30 16:49:12,71.05856988751198
11,2024-04-30 16:49:13,71.05859461971791
12,2024-04-30 16:49:14,71.05861935192382
13,2024-04-30 16:49:15,71.05864408412972
14,2024-04-30 16:49:16,71.05866881633564
15,2024-04-30 16:49:17,71.05869354854156
16,2024-04-30 16:49:18,71.05871828074748
17,2024-04-30 16:49:19,71.05874301295339
18,2024-04-30 16:49:20,71.0587677451593
19,2024-04-30 16:49:21,71.05879247736522
20,2024-04-30 16:49:22,71.05881720957113
21,2024-04-30 16:49:23,71.05884194177705
22,2024-04-30 16:49:24,71.05886667398296
23,2024-04-30 16:49:25,71.05889140618888
24,2024-04-30 16:49:26,71.05891613839479
25,2024-04-30 16:49:27,71.05894087060071
26,2024-04-30 16:49:28,71.05896560280662
27,2024-04-30 16:49:29,71.05899033501254
28,2024-04-30 16:49:30,71.05901506721845
29,2024-04-30 16:49:31,71.05903979942437
30,2024-04-30 16:49:32,71.05906453163028
31,2024-04-30 16:49:33,71.0590892638362
32,2024-04-30 16:49:34,71.05911399604211
33,2024-04-30 16:49:35,71.05913872824803
34,2024-04-30 16:49:36,71.05916346045395
35,2024-04-30 16:49:37,71.05918819265985
36,2024-04-30 16:49:38,71.05921292486578
37,2024-04-30 16:49:39,71.05923765707169
38,2024-04-30 16:49:40,71.0592623892776
39,2024-04-30 16:49:41,71.05928712148351
40,2024-04-30 16:49:42,71.05931185368942
41,2024-04-30 16:49:43,71.05933658589535
42,2024-04-30 16:49:44,71.05936131810125
43,2024-04-30 16:49:45,71.05938605030717
44,2024-04-30 16:49:46,71.05941078251308
45,2024-04-30 16:49:47,71.05943551471901
46,2024-04-30 16:49:48,71.05946024692491
47,2024-04-30 16:49:49,71.05948497913083
48,2024-04-30 16:49:50,71.05950971133674
49,2024-04-30 16:49:51,71.05953444354266
50,2024-04-30 16:49:52,71.05955917574857
51,2024-04-30 16:49:53,71.05958390795449
52,2024-04-30 16:49:54,71.0596086401604
53,2024-04-30 16:49:55,71.05963337236632
54,2024-04-30 16:49:56,71.05965810457224
55,2024-04-30 16:49:57,71.05968283677815
56,2024-04-30 16:49:58,71.05970756898407
57,2024-04-30 16:49:59,71.05973230118998
58,2024-04-30 16:50:00,71.0597570333959
59,2024-04-30 16:50:01,71.05978176560181
60,2024-04-30 16:50:02,71.05980649780773
61,2024-04-30 16:50:03,71.05983123001364
62,2024-04-30 16:50:04,71.05985596221956
63,2024-04-30 16:50:05,71.05988069442547
64,2024-04-30 16:50:06,71.05990542663137
65,2024-04-30 16:50:07,71.05993015883729
66,2024-04-30 16:50:08,71.05995489104322
67,2024-04-30 16:50:09,71.05997962324913
68,2024-04-30 16:50:10,71.06000435545504
69,2024-04-30 16:50:11,71.06002908766095
70,2024-04-30 16:50:12,71.06005381986688
71,2024-04-30 16:50:13,71.0600785520728
72,2024-04-30 16:50:14,71.0601032842787
73,2024-04-30 16:50:15,71.06012801648461
74,2024-04-30 16:50:16,71.06015274869053
75,2024-04-30 16:50:17,71.06017748089644
76,2024-04-30 16:50:18,71.06020221310236
77,2024-04-30 16:50:19,71.06022694530827
78,2024-04-30 16:50:20,71.06025167751419
79,2024-04-30 16:50:21,71.0602764097201
80,2024-04-30 16:50:22,71.06030114192602
81,2024-04-30 16:50:23,71.06032587413193
82,2024-04-30 16:50:24,71.06035060633785
83,2024-04-30 16:50:25,71.06037533854376
84,2024-04-30 16:50:26,71.06040007074968
85,2024-04-30 16:50:27,71.0604248029556
86,2024-04-30 16:50:28,71.06044953516151
87,2024-04-30 16:50:29,71.06047426736743
88,2024-04-30 16:50:30,71.06049899957334
89,2024-04-30 16:50:31,71.06052373177926
90,2024-04-30 16:50:32,71.06054846398516
91,2024-04-30 16:50:33,71.06057319619109
92,2024-04-30 16:50:34,71.060597928397
93,2024-04-30 16:50:35,71.0606226606029
94,2024-04-30 16:50:36,71.06064739280882
95,2024-04-30 16:50:37,71.06067212501475
96,2024-04-30 16:50:38,71.06069685722066
97,2024-04-30 16:50:39,71.06072158942656
98,2024-04-30 16:50:40,71.06074632163248
99,2024-04-30 16:50:41,71.0607710538384
100,2024-04-30 16:50:42,71.06079578604432
101,2024-04-30 16:50:43,71.06082051825022
102,2024-04-30 16:50:44,71.06084525045614
103,2024-04-30 16:50:45,71.06086998266206
104,2024-04-30 16:50:46,71.06089471486797
105,2024-04-30 16:50:47,71.06091944707389
106,2024-04-30 16:50:48,71.0609441792798
107,2024-04-30 16:50:49,71.06096891148572
108,2024-04-30 16:50:50,71.06099364369163
109,2024-04-30 16:50:51,71.06101837589755
110,2024-04-30 16:50:52,71.06104310810346
111,2024-04-30 16:50:53,71.06106784030938
112,2024-04-30 16:50:54,71.06109257251529
113,2024-04-30 16:50:55,71.06111730472121
114,2024-04-30 16:50:56,71.06114203692712
115,2024-04-30 16:50:57,71.06116676913302
116,2024-04-30 16:50:58,71.06119150133895
117,2024-04-30 16:50:59,71.06121623354487
118,2024-04-30 16:51:00,71.06124096575078
119,2024-04-30 16:51:01,71.06126569795669
120,2024-04-30 16:51:02,71.06129043016261
121,2024-04-30 16:51:03,71.06131516236853
122,2024-04-30 16:51:04,71.06133989457444
123,2024-04-30 16:51:05,71.06136462678035
124,2024-04-30 16:51:06,71.06138935898626
125,2024-04-30 16:51:07,71.06141409119219
126,2024-04-30 16:51:08,71.06143882339809
127,2024-04-30 16:51:09,71.061463555604
128,2024-04-30 16:51:10,71.06148828780992
129,2024-04-30 16:51:11,71.06151302001584
130,2024-04-30 16:51:12,71.06153775222175
131,2024-04-30 16:51:13,71.06156248442767
132,2024-04-30 16:51:14,71.06158721663358
133,2024-04-30 16:51:15,71.0616119488395
134,2024-04-30 16:51:16,71.06163668104541
135,2024-04-30 16:51:17,71.06166141325133
136,2024-04-30 16:51:18,71.06168614545724
137,2024-04-30 16:51:19,71.06171087766316
138,2024-04-30 16:51:20,71.06173560986907
139,2024-04-30 16:51:21,71.06176034207499
140,2024-04-30 16:51:22,71.0617850742809
141,2024-04-30 16:51:23,71.06180980648682
142,2024-04-30 16:51:24,71.06183453869274
143,2024-04-30 16:51:25,71.06185927089865
144,2024-04-30 16:51:26,71.06188400310455
145,2024-04-30 16:51:27,71.06190873531048
146,2024-04-30 16:51:28,71.0619334675164
147,2024-04-30 16:51:29,71.06195819972231
148,2024-04-30 16:51:30,71.06198293192821
149,2024-04-30 16:51:31,71.06200766413413
150,2024-04-30 16:51:32,71.06203239634006
151,2024-04-30 16:51:33,71.06205712854597
152,2024-04-30 16:51:34,71.06208186075187
153,2024-04-30 16:51:35,71.06210659295779
154,2024-04-30 16:51:36,71.0621313251637
155,2024-04-30 16:51:37,71.06215605736962
156,2024-04-30 16:51:38,71.06218078957554
157,2024-04-30 16:51:39,71.06220552178145
158,2024-04-30 16:51:40,71.06223025398737
159,2024-04-30 16:51:41,71.06225498619328
160,2024-04-30 16:51:42,71.0622797183992
161,2024-04-30 16:51:43,71.06230445060511
162,2024-04-30 16:51:44,71.06232918281103
163,2024-04-30 16:51:45,71.06235391501694
164,2024-04-30 16:51:46,71.06237864722286
165,2024-04-30 16:51:47,71.06240337942877
166,2024-04-30 16:51:48,71.06242811163469
167,2024-04-30 16:51:49,71.0624528438406
168,2024-04-30 16:51:50,71.06247757604652
169,2024-04-30 16:51:51,71.06250230825243
170,2024-04-30 16:51:52,71.06252704045835
171,2024-04-30 16:51:53,71.06255177266426
172,2024-04-30 16:51:54,71.06257650487018
173,2024-04-30 16:51:55,71.0626012370761
174,2024-04-30 16:51:56,71.062625969282
175,2024-04-30 16:51:57,71.06265070148793
176,2024-04-30 16:51:58,71.06267543369384
177,2024-04-30 16:51:59,71.06270016589974
178,2024-04-30 16:52:00,71.06272489810566
179,2024-04-30 16:52:01,71.06274963031157
180,2024-04-30 16:52:02,71.0627743625175
181,2024-04-30 16:52:03,71.0627990947234
182,2024-04-30 16:52:04,71.06282382692932
183,2024-04-30 16:52:05,71.06284855913523
184,2024-04-30 16:52:06,71.06287329134115
185,2024-04-30 16:52:07,71.06289802354706
186,2024-04-30 16:52:08,71.06292275575298
187,2024-04-30 16:52:09,71.0629474879589
188,2024-04-30 16:52:10,71.06297222016481
189,2024-04-30 16:52:11,71.06299695237072
190,2024-04-30 16:52:12,71.06302168457664
191,2024-04-30 16:52:13,71.06304641678256
192,2024-04-30 16:52:14,71.06307114898847
193,2024-04-30 16:52:15,71.06309588119439
194,2024-04-30 16:52:16,71.0631206134003
195,2024-04-30 16:52:17,71.06314534560622
196,2024-04-30 16:52:18,71.06317007781213
197,2024-04-30 16:52:19,71.06319481001805
198,2024-04-30 16:52:20,71.06321954222396
199,2024-04-30 16:52:21,71.06324427442986
200,2024-04-30 16:52:22,71.06326900663579
201,2024-04-30 16:52:23,71.06329373884171
202,2024-04-30 16:52:24,71.06331847104762
203,2024-04-30 16:52:25,71.06334320325352
204,2024-04-30 16:52:26,71.06336793545944
205,2024-04-30 16:52:27,71.06339266766537
206,2024-04-30 16:52:28,71.06341739987127
207,2024-04-30 16:52:29,71.06344213207718
208,2024-04-30 16:52:30,71.0634668642831
209,2024-04-30 16:52:31,71.06349159648902
210,2024-04-30 16:52:32,71.06351632869493
211,2024-04-30 16:52:33,71.06354106090085
212,2024-04-30 16:52:34,71.06356579310676
213,2024-04-30 16:52:35,71.06359052531268
214,2024-04-30 16:52:36,71.06361525751859
215,2024-04-30 16:52:37,71.0636399897245
216,2024-04-30 16:52:38,71.06366472193042
217,2024-04-30 16:52:39,71.06368945413634
218,2024-04-30 16:52:40,71.06371418634225
219,2024-04-30 16:52:41,71.06373891854817
220,2024-04-30 16:52:42,71.06376365075408
221,2024-04-30 16:52:43,71.06378838296
222,2024-04-30 16:52:44,71.06381311516591
223,2024-04-30 16:52:45,71.06383784737183
224,2024-04-30 16:52:46,71.06386257957774
225,2024-04-30 16:52:47,71.06388731178366
226,2024-04-30 16:52:48,71.06391204398957
